age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,capital,workclass.missing,native-country.missing
20,?,9,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0,1,0
50,Local-gov,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,0,0
37,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,0,0
19,Private,8,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K,0,0,0
53,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,0,0
63,?,8,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,0,1,0
20,Private,9,Never-married,Sales,Own-child,White,Female,24,United-States,<=50K,594,0,0
21,?,9,Never-married,?,Own-child,White,Male,80,United-States,<=50K,0,1,0
34,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,0,0,0
21,Private,8,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0,0,0
45,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,-1977,0,0
37,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,44,United-States,<=50K,0,0,0
34,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
35,State-gov,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,<=50K,0,0,0
50,State-gov,12,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
40,Self-emp-not-inc,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,>50K,0,0,0
33,?,12,Never-married,?,Not-in-family,Black,Male,45,?,<=50K,0,1,1
17,Private,6,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,0,0,0
35,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,0,0,0
27,Private,9,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,0,0
21,Private,8,Never-married,Craft-repair,Not-in-family,White,Male,35,Mexico,<=50K,0,0,0
27,Private,8,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0,0,0
21,?,9,Never-married,?,Own-child,White,Female,35,United-States,<=50K,0,1,0
32,Private,9,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,0,0
35,Private,8,Married-civ-spouse,Tech-support,Wife,White,Female,35,United-States,>50K,0,0,0
33,Private,8,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0,0,0
50,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
27,State-gov,12,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,4101,0,0
38,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,0,0
17,Private,6,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,0,0,0
28,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,0,0
41,Private,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,?,>50K,0,0,1
33,State-gov,13,Never-married,Prof-specialty,Own-child,White,Male,38,Poland,<=50K,0,0,0
23,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,Dominican-Republic,<=50K,0,0,0
25,Private,12,Never-married,Tech-support,Own-child,White,Female,16,United-States,<=50K,0,0,0
33,Private,8,Divorced,Adm-clerical,Own-child,Other,Female,65,United-States,<=50K,0,0,0
20,Private,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
31,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,0,0,0
29,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,3103,0,0
36,Private,8,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
19,Private,8,Never-married,Machine-op-inspct,Unmarried,White,Male,30,United-States,<=50K,0,0,0
35,Self-emp-not-inc,8,Divorced,Sales,Not-in-family,White,Male,50,United-States,>50K,0,0,0
34,Private,8,Divorced,Machine-op-inspct,Other-relative,White,Female,40,?,<=50K,0,0,1
64,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K,-2559,0,0
19,Private,8,Never-married,Other-service,Not-in-family,White,Female,50,United-States,<=50K,0,0,0
22,State-gov,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,60,United-States,<=50K,0,0,0
75,Private,5,Widowed,Priv-house-serv,Not-in-family,White,Female,60,United-States,<=50K,0,0,0
51,Private,5,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0,0,0
52,Federal-gov,9,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
57,Private,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,52,United-States,<=50K,0,0,0
27,?,8,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K,0,1,0
47,Private,6,Divorced,Other-service,Unmarried,White,Female,15,United-States,<=50K,0,0,0
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
28,Private,5,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K,0,0,0
19,Private,6,Never-married,Sales,Own-child,White,Male,25,United-States,<=50K,0,0,0
36,Private,8,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,-2001,0,0
56,Local-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,38,United-States,<=50K,-1669,0,0
27,?,10,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,40,United-States,>50K,0,1,0
51,Private,12,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
48,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K,0,0,0
56,Self-emp-inc,8,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,0,0
23,Private,8,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
20,Private,8,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,0,0,0
32,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,36,United-States,<=50K,0,0,0
37,Private,8,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0,0,0
46,Private,8,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K,0,0,0
53,Local-gov,13,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K,-1669,0,0
49,Private,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K,0,0,0
31,Private,8,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,4101,0,0
29,Private,8,Never-married,Protective-serv,Unmarried,White,Male,35,United-States,<=50K,0,0,0
29,Federal-gov,8,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,0,0
18,Private,8,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K,0,0,0
39,Private,8,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0,0,0
29,Private,12,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
32,Local-gov,12,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,<=50K,0,0,0
18,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Cuba,<=50K,0,0,0
51,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
18,Private,8,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,15,United-States,<=50K,0,0,0
47,Private,14,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0,0,0
30,Local-gov,12,Never-married,Prof-specialty,Not-in-family,Black,Female,40,Germany,<=50K,0,0,0
21,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
24,Private,12,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K,0,0,0
49,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,-1669,0,0
21,Self-emp-not-inc,3,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
41,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,0,0
18,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0,0,0
42,Private,12,Married-civ-spouse,Craft-repair,Wife,Black,Female,35,United-States,>50K,0,0,0
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,<=50K,0,0,0
43,Private,8,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,<=50K,0,0,0
40,Federal-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,0,0
43,Private,2,Separated,Craft-repair,Not-in-family,Other,Male,40,Mexico,<=50K,0,0,0
49,Self-emp-inc,8,Separated,Other-service,Not-in-family,White,Male,45,United-States,<=50K,0,0,0
30,Private,12,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,United-States,<=50K,0,0,0
19,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,0,0
52,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,0,0,0
57,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0,0,0
42,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
41,Private,8,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,0,0,0
48,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,0,0
26,Private,8,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,0,0,0
22,State-gov,9,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,<=50K,0,0,0
19,?,8,Never-married,?,Unmarried,Black,Female,40,United-States,<=50K,0,1,0
64,Private,8,Widowed,Transport-moving,Not-in-family,White,Male,22,United-States,<=50K,0,0,0
33,Private,8,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K,-1902,0,0
25,Private,2,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K,0,0,0
58,Self-emp-not-inc,12,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0,0,0
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0,0,0
30,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,0,0
41,Private,12,Divorced,Exec-managerial,Unmarried,Black,Female,90,United-States,>50K,0,0,0
45,Private,12,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,0,0
41,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,0,0,0
58,Self-emp-not-inc,7,Divorced,Sales,Not-in-family,White,Female,52,United-States,<=50K,0,0,0
71,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,United-States,<=50K,0,0,0
35,Private,9,Never-married,Other-service,Unmarried,Black,Female,37,United-States,<=50K,0,0,0
39,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
21,Private,8,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0,0,0
49,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,85,United-States,>50K,0,0,0
37,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,13,United-States,>50K,0,0,0
24,Private,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,0,0
60,Private,8,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
68,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
43,Federal-gov,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,0,0,0
34,Self-emp-not-inc,13,Never-married,Prof-specialty,Own-child,White,Male,50,Cuba,<=50K,0,0,0
67,Private,8,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K,0,0,0
42,Local-gov,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
28,Private,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K,0,0,0
21,Private,5,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
25,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,<=50K,0,0,0
22,Private,8,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
44,Private,8,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,-1504,0,0
47,Federal-gov,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,0,0
25,Private,12,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,0,0,0
32,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,<=50K,0,0,0
36,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,0,0
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,>50K,0,0,0
59,Private,8,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,0,0
67,?,3,Divorced,?,Not-in-family,White,Male,3,United-States,<=50K,0,1,0
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
62,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,0,0
22,Self-emp-not-inc,9,Never-married,Prof-specialty,Own-child,White,Female,3,United-States,<=50K,0,0,0
40,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0,0,0
27,Private,9,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
62,Self-emp-not-inc,13,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K,0,0,0
27,Private,8,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,<=50K,0,0,0
24,Private,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
36,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,31,United-States,>50K,0,0,0
54,Private,9,Never-married,Sales,Not-in-family,Black,Male,41,United-States,<=50K,0,0,0
20,Private,4,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
22,Private,5,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0,0,0
50,Self-emp-inc,8,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K,0,0,0
27,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,0,0
31,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,0,0
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,<=50K,0,0,0
22,Private,3,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0,0,0
39,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States,<=50K,0,0,0
17,Private,7,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,0,0,0
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,56,United-States,>50K,0,0,0
46,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,30,United-States,>50K,0,0,0
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,<=50K,0,0,0
34,Private,8,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
19,Private,9,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K,0,0,0
60,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K,0,0,0
26,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,0,0,0
37,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
65,State-gov,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,-2174,0,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,-1977,0,0
48,Private,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,43,United-States,<=50K,0,0,0
61,Local-gov,12,Separated,Prof-specialty,Not-in-family,White,Male,30,?,<=50K,0,0,1
24,Private,8,Never-married,Tech-support,Unmarried,White,Female,40,United-States,<=50K,1831,0,0
41,Federal-gov,10,Divorced,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,0,0,0
64,Local-gov,13,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,0,0,0
54,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,0,0
29,Self-emp-inc,12,Divorced,Prof-specialty,Not-in-family,White,Female,80,United-States,<=50K,0,0,0
50,Private,8,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,10,United-States,<=50K,0,0,0
42,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,0,0,0
54,Self-emp-not-inc,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K,0,0,0
48,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0,0,0
40,Private,8,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
46,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
43,Private,8,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K,4101,0,0
30,Private,9,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K,0,0,0
19,?,8,Never-married,?,Not-in-family,Black,Female,40,United-States,<=50K,0,1,0
46,Private,8,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0,0,0
34,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
32,Self-emp-not-inc,8,Never-married,Other-service,Unmarried,White,Male,60,United-States,<=50K,0,0,0
42,Private,5,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0,0,0
20,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,32,United-States,<=50K,0,0,0
37,?,11,Married-civ-spouse,?,Husband,White,Male,30,United-States,<=50K,0,1,0
27,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0,0,0
39,Self-emp-not-inc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,0,0
46,Private,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,-1902,0,0
29,Private,8,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
48,Private,10,Divorced,Tech-support,Unmarried,White,Female,41,United-States,<=50K,0,0,0
40,Private,12,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
25,Private,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,0,0,0
39,Federal-gov,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,45,United-States,>50K,0,0,0
31,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,0,0,0
27,Self-emp-not-inc,12,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
24,Private,8,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,0,0,0
48,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States,>50K,0,0,0
66,Private,5,Widowed,Machine-op-inspct,Not-in-family,White,Female,32,United-States,<=50K,0,0,0
28,Local-gov,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
38,State-gov,9,Separated,Adm-clerical,Unmarried,Black,Female,38,United-States,<=50K,0,0,0
31,Private,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0,0,0
39,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,0,0
33,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,0,0,0
25,Private,5,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0,0,0
25,Private,8,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,0,0
51,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,0,0,0
49,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada,>50K,0,0,0
22,Private,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0,0,0
73,Private,8,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K,0,0,0
23,Private,8,Never-married,Exec-managerial,Own-child,Black,Male,75,United-States,<=50K,0,0,0
55,Private,8,Separated,Other-service,Not-in-family,White,Female,16,United-States,<=50K,0,0,0
59,Federal-gov,5,Divorced,Other-service,Not-in-family,White,Female,37,United-States,<=50K,0,0,0
74,Private,8,Widowed,Other-service,Not-in-family,White,Female,12,United-States,<=50K,0,0,0
34,Private,8,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,0,0,0
24,Private,12,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
33,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
32,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,<=50K,0,0,0
39,Private,9,Divorced,Protective-serv,Unmarried,Black,Female,30,United-States,<=50K,0,0,0
47,Private,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,0,0,0
19,?,9,Never-married,?,Own-child,White,Female,30,Japan,<=50K,0,1,0
32,Private,5,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0,0,0
34,Self-emp-not-inc,8,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
64,Private,12,Never-married,Sales,Unmarried,White,Female,40,Peru,<=50K,0,0,0
22,Private,12,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,25,United-States,<=50K,2885,0,0
42,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,0,0
55,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K,0,0,0
51,Self-emp-not-inc,9,Separated,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K,0,0,0
42,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,72,India,>50K,0,0,0
25,Private,8,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,40,Mexico,<=50K,0,0,0
33,Self-emp-not-inc,8,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,0,0,0
44,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0,0,0
46,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
32,Private,10,Widowed,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,0,0,0
90,Self-emp-not-inc,14,Widowed,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K,1086,0,0
33,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K,0,0,0
32,State-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,0,0
37,Private,9,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,0,0,0
46,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,0,0
74,?,8,Widowed,?,Not-in-family,White,Female,25,United-States,<=50K,0,1,0
40,Private,12,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K,0,0,0
29,?,8,Married-civ-spouse,?,Husband,White,Male,40,Dominican-Republic,<=50K,0,1,0
50,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K,0,0,0
54,Private,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,Mexico,<=50K,0,0,0
23,Private,12,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
42,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,>50K,0,0,0
51,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,0,0
29,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,-1887,0,0
64,Private,8,Widowed,Adm-clerical,Unmarried,White,Female,8,United-States,<=50K,0,0,0
24,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K,-1651,0,0
57,Federal-gov,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0,0,0
18,Private,8,Never-married,Tech-support,Own-child,White,Female,10,United-States,<=50K,0,0,0
27,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
53,Federal-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K,0,0,0
53,Private,8,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
54,Federal-gov,12,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
36,Private,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,0,0
41,?,12,Married-civ-spouse,?,Wife,White,Female,30,United-States,>50K,0,1,0
45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,0,0,0
65,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,0,0
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K,0,0,0
30,Private,8,Married-civ-spouse,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0,0,0
53,Private,8,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
34,Local-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,18,United-States,<=50K,0,0,0
27,Self-emp-inc,8,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0,0,0
42,Private,12,Separated,Other-service,Not-in-family,White,Female,50,United-States,<=50K,0,0,0
44,Private,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,2,United-States,<=50K,0,0,0
57,Self-emp-inc,8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,United-States,>50K,0,0,0
36,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,0,0,0
31,Private,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0,0,0
45,Private,12,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,-2002,0,0
52,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,0,0
35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,3103,0,0
62,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,<=50K,0,0,0
